Daily Discharge and Daily Water Level
  ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
01AN002,1,1,1974,22,4.62,B,7.08,B,23.2,B,31.1,E,25,,12.9,,60.9,,3.79,,10.2,,17.7,,13,B,18.4,
01AN002,1,1,1974,23,5.07,B,12.6,B,22.1,B,42.5,A,23.6,,15.3,,42.2,,3.51,,13.1,,18.4,,11.9,B,15.2,
01AN002,1,1,1974,24,5.55,B,21.8,B,24.4,B,60.9,,27.1,,12.8,,30.9,,3.57,,10.1,,25,,11,B,14.2,B
01AN002,1,1,1974,25,5.18,B,17,B,33.1,B,40.5,,32.6,,11.1,,24,,3.94,,8.01,,24.3,,13.3,B,13.3,B
01AN002,1,1,1974,26,4.81,B,12.5,B,29.2,B,42.2,,36,,10,,19.7,,3.65,,10,,30,,17,B,12.6,B
01AN002,1,1,1974,27,6.91,B,9.06,B,26.1,B,44.2,,32,,9.34,,17.2,,3.26,,14.8,,36.8,,20.4,B,12,B
01AN002,1,1,1974,28,12.3,B,7.5,B,22.1,B,60.3,,28.2,,8.41,,16.1,,3.17,,12.3,,30.6,,17.8,B,11.3,B
01AN002,1,1,1974,29,11.6,B,,,19.3,B,73.6,,28.2,,7.62,,14.3,,3.03,,12.2,,25,,15.6,B,10.8,B
01AN002,1,1,1974,30,10.5,B,,,17,B,147,,27.8,,7.05,,13.3,,3.54,,39.4,,22.4,,14.2,B,10.4,B
01AN002,1,1,1974,31,9.83,B,,,15,B,,,24.6,,,,12.2,,4.25,,,,20.5,,,,10.1,B
01AN002,1,1,1975,1,9.91,B,6.43,B,9.06,B,22.7,B,90,,14.2,E,4.62,E,13.9,,1.81,,7.79,,7.05,,39.9,
01AN002,1,1,1975,2,9.63,B,6.23,B,8.78,B,21.5,B,112,,19.3,E,4.28,E,10.8,,1.72,,6.68,,7.59,,77.3,
01AN002,1,1,1975,3,9.49,B,6,B,8.5,B,20.7,B,119,,17.7,E,4.53,E,8.75,,1.64,,6,,7.96,,59.5,
01AN002,1,1,1975,4,9.26,B,5.86,B,8.13,B,19.8,B,124,,16.7,E,5.47,A,8.18,,1.63,,5.41,,7.56,,42.5,
01AN002,1,1,1975,5,9.15,B,5.66,B,7.84,B,19.3,B,112,,15.3,A,5.89,,7.62,,1.77,,4.67,,7.16,,30.3,
01AN002,1,1,1975,6,9.06,B,5.55,B,7.56,B,20.1,B,114,,13.4,,8.52,,6.97,,1.72,,4.25,,6.37,,29.7,
01AN002,1,1,1975,7,9,B,5.38,B,7.28,B,21.5,B,172,,21,,7.25,,6.43,,1.56,,3.96,,5.92,,29.7,
01AN002,1,1,1975,8,8.95,B,5.21,B,7.08,B,23.8,B,185,,57.5,,5.95,,5.58,,1.49,,3.65,,5.66,,23.4,
01AN002,1,1,1975,9,8.89,B,5.1,B,6.85,B,26.1,B,142,,100,,5.01,,5.15,,1.67,,3.43,,6.37,,20.6,
01AN002,1,1,1975,10,8.78,B,4.96,B,6.68,B,24.9,B,106,,81,,4.45,,4.73,,2.74,,3.11,,6.71,,23.1,
01AN002,1,1,1975,11,8.75,B,4.81,B,6.46,B,24.1,B,97.1,,50.1,,4.22,,4.3,,2.06,,2.78,,7.82,,56.6,
01AN002,1,1,1975,12,11.3,B,4.7,B,6.31,B,23.8,B,93.7,,35.1,,4.08,,3.96,,2.12,,2.83,,9.49,,50.1,
01AN002,1,1,1975,13,15,B,4.59,B,6.17,B,25.5,B,87.8,,26.7,,4.36,,4.28,,15.9,,3.82,,14.5,,34.3,
01AN002,1,1,1975,14,14.4,B,4.45,B,6.03,B,27.2,B,80.1,,23.1,,7.02,,4.28,,20.9,,4.7,,140,,24.9,B
01AN002,1,1,1975,15,13.6,B,4.36,B,5.89,B,29.7,B,64.3,,20.4,,6.03,,4.76,,15.3,,4.73,,143,,21.5,B
01AN002,1,1,1975,16,13,B,4.3,B,5.75,B,34,B,52.4,,18.1,,8.92,,4.5,,10.9,,4.47,,81.3,,19,B
01AN002,1,1,1975,17,12.5,B,4.22,B,5.58,B,39.6,B,45.3,,15.9,,8.1,,3.85,,8.72,,4.13,,51,,17,B
01AN002,1,1,1975,18,11.9,B,4.13,B,5.47,B,51.5,,37.1,,14.3,,6.09,,3.37,,7.22,,4.36,,38.5,,15.9,B
01AN002,1,1,1975,19,11.2,B,4.05,B,5.44,B,68.8,,31.4,,12.6,,4.84,,3.57,,6.14,,7.31,,31.4,,15,B
01AN002,1,1,1975,20,10.6,B,3.96,B,5.38,B,110,,29.7,,11.1,,4.39,,3.23,,5.38,,7.5,,25.7,,14.2,B
01AN002,1,1,1975,21,10.2,B,3.94,B,11,B,124,,45,,9.91,,11.5,,2.83,,4.96,,13.2,,22.7,,13.3,B
01AN002,1,1,1975,22,9.77,B,3.82,B,31.1,B,102,,45.9,A,9.03,,10.4,,2.64,,5.15,,14.1,,37.7,,12.6,B
01AN002,1,1,1975,23,9.26,B,3.77,B,43.6,B,93.2,,50.1,E,8.47,,7.7,,2.62,,5.49,,11.6,,44.5,,12.2,B
01AN002,1,1,1975,24,8.83,B,3.74,B,39.6,B,97.4,,48.4,E,8.07,,6.4,,2.62,,5.3,,9.57,,31.4,,11.6,B
01AN002,1,1,1975,25,8.41,B,3.71,B,37.4,B,100,,40.8,E,7.28,,5.58,,2.57,,5.13,,8.21,,26.4,,11.3,B
01AN002,1,1,1975,26,7.96,B,3.68,B,34,B,97.4,,31.1,E,6.74,,5.52,,2.45,,4.56,,7.93,,24.5,,11,B
01AN002,1,1,1975,27,7.67,B,6.8,B,31.7,B,79.6,,21.7,E,6.26,,4.67,,2.53,,4.39,,8.3,,22.7,,16.7,B
01AN002,1,1,1975,28,7.39,B,9.34,B,29.2,B,70.2,,21.5,E,5.89,,19.5,,3.68,,9.26,,7.67,,30,,19.8,B
01AN002,1,1,1975,29,7.11,B,,,27.8,B,73.3,,23.2,E,5.21,A,51.3,,3.03,,12.4,,7.25,,37.7,,17,B
01AN002,1,1,1975,30,6.88,B,,,25.5,B,81.8,,20.1,E,5.01,E,32.8,,2.29,,9.94,,6.77,,30,,15.9,B
01AN002,1,1,1975,31,6.65,B,,,24.4,B,,,17,E,,,20.7,,1.91,,,,6.85,,,,14.7,B
01AN002,1,1,1976,1,14.7,B,56.6,B,17.6,B,119,,45.3,,12.6,,6.82,,8.18,,10.4,,6.34,,37.4,,11,B
01AN002,1,1,1976,2,14.2,B,65.1,B,17,B,145,,41.1,,12.2,,6.63,,8.55,,11.9,,5.52,,44.2,,10.2,B
01AN002,1,1,1976,3,13.6,B,93.4,B,16.1,B,175,,39.9,,11.2,,14.7,,7.9,,14.6,,5.1,,35.4,,9.34,B
01AN002,1,1,1976,4,12.7,B,82.1,B,15.3,B,182,,37.1,,9.71,,20.5,,6.88,,11.3,,4.62,,29.7,,8.92,B
01AN002,1,1,1976,5,12.2,B,59.5,B,14.6,B,136,,31.7,,8.95,,13.7,,6.26,,9.15,,4.19,,29.2,,8.5,B
01AN002,1,1,1976,6,11.6,B,48.1,B,14.3,B,91.7,,27.3,,8.3,,9.54,,5.78,,8.33,,4.05,,34.5,,8.21,B
01AN002,1,1,1976,7,10.8,B,42.5,B,14,B,81.6,,24.7,,7.53,,7.56,,5.64,,7.59,,3.91,,42.5,,7.93,B
01AN002,1,1,1976,8,10.5,B,36,B,13.6,B,75.6,,43.9,,7.28,,6.2,,5.47,,6.77,,3.91,,35.1,,16.4,B
01AN002,1,1,1976,9,10.2,B,32,B,13.2,B,67.1,,54.9,,9.66,,5.66,,7.62,,6.23,,7.82,,28.6,,19.8,B
01AN002,1,1,1976,10,9.91,B,28.3,B,12.9,B,62,,41.6,,8.72,,5.47,,20.6,,5.58,,98.8,,22.7,B,15.3,B
01AN002,1,1,1976,11,9.63,B,26.1,B,12.6,B,57.8,,32.8,,7.7,,4.59,,33.4,,5.18,,76.2,,18.1,B,13,B
01AN002,1,1,1976,12,9.34,B,24.4,B,12.3,B,52.7,,28,,10.9,,4.53,,25.1,,6.2,,47,,15.6,B,11.3,B
01AN002,1,1,1976,13,9.2,B,22.7,B,11.9,B,45,,35.1,,12.3,,50.7,,17.6,,6.57,,34,,13.9,B,9.91,B
01AN002,1,1,1976,14,9.4,B,21.5,B,11.6,B,43,,30.9,,10.6,,94.6,,13.8,,5.86,,28.6,,12.5,B,9.06,B
01AN002,1,1,1976,15,10.4,B,20.4,B,11.3,B,40.8,,26.5,,9.23,,78.2,,13.6,,5.27,,28.2,,11.3,B,8.21,B
01AN002,1,1,1976,16,10.1,B,19.3,B,11,B,41.3,,25.5,,7.87,,51.5,,30.9,,4.59,,23.7,,10.2,B,7.65,B
01AN002,1,1,1976,17,9.91,B,18.7,B,10.6,B,57.8,,22.4,,6.74,,35.7,,34.3,,4.45,,19.9,,9.63,B,7.05,B
01AN002,1,1,1976,18,9.68,B,18.1,B,10.4,B,72.5,,20.5,,6.03,,31.7,,23.5,,4.3,,18.2,,9.88,B,6.77,B
01AN002,1,1,1976,19,9.54,B,17.6,B,10.2,B,69.4,,20.7,,5.58,,24.6,,17.3,,4.33,,23,,10.2,B,6.48,B
01AN002,1,1,1976,20,9.34,B,17.3,B,12.7,B,72.8,,22.5,,5.07,,18.5,,13.4,,4.25,,22.1,,9.4,B,6.06,B
01AN002,1,1,1976,21,9.2,B,17,B,28.3,B,70.5,,26.2,,4.79,,14.2,,11.4,,4.02,,37.1,,6.23,B,6.29,B
01AN002,1,1,1976,22,9.06,B,17.6,B,53,B,58,,29.4,,4.64,,11.7,,10,,3.91,,69.1,,5.66,B,6.63,B
01AN002,1,1,1976,23,9,B,18.7,B,99.1,B,53.8,,41.3,,4.28,,9.74,,8.58,,4.33,,50.1,,5.24,B,6.29,B
01AN002,1,1,1976,24,8.86,B,22.7,B,93.4,B,54.1,,40.5,,4.16,,11.9,,7.39,,4.36,,37.4,,5.04,B,6.06,B
01AN002,1,1,1976,25,8.78,B,21.5,B,85,B,48.4,,34.5,,4.7,,34.3,,6.74,,4.08,,30.3,,4.76,B,5.78,B
01AN002,1,1,1976,26,8.67,B,20.7,B,87.8,B,42.8,,28.2,,7.16,,25.5,,6.31,,3.77,,34.8,,4.53,B,5.64,B
01AN002,1,1,1976,27,8.5,B,19.8,B,99.1,B,58,,23.9,,6.26,,17.8,,5.92,,5.01,,35.4,,5.66,B,8.5,B
01AN002,1,1,1976,28,22.7,B,19,B,113,B,77.3,,21.5,,5.78,,16.1,,6.37,,10.8,,30,,11,B,42.5,B
01AN002,1,1,1976,29,73.6,B,18.4,B,147,B,63.4,,18.7,,5.24,,14.8,,6.46,,9.57,,25.4,,15.1,B,36.5,B
01AN002,1,1,1976,30,66.5,B,,,127,,51.8,,16.5,,6.4,,11.5,,11.5,,7.84,,22.5,,12.5,B,30.3,B
01AN002,1,1,1976,31,60.9,B,,,116,,,,14.4,,,,9.32,,13.3,,,,20.8,,,,26.1,B
01AN002,1,1,1977,1,23.2,B,7.84,B,5.38,B,87.8,B,65.1,,27.7,,20.6,,3.96,,1.85,,25.1,,19.1,,11.6,
01AN002,1,1,1977,2,20.4,B,7.36,B,6.23,B,82.1,B,59.7,,23.4,,16.6,,3.51,,1.74,,51.8,,17.6,,14.5,
01AN002,1,1,1977,3,18.1,B,7.08,B,6.8,B,73.6,B,66.3,,82.4,,13.8,,3.4,,1.7,,67.1,,16,,16,
01AN002,1,1,1977,4,15.6,B,6.8,B,6.23,B,65.1,B,58.9,,170,,11.6,,3.11,,1.76,,64.8,,15.1,,13.8,
01AN002,1,1,1977,5,13.9,B,6.65,B,5.66,B,56.6,B,50.4,,125,,10.3,,2.89,,1.76,,51.5,,14.7,,9.66,
01AN002,1,1,1977,6,12.7,B,6.37,B,5.38,B,76.5,B,46.4,,90.9,,9.32,,2.75,,2.06,,37.4,,14,,9.06,B
01AN002,1,1,1977,7,11.9,B,6.09,B,5.18,B,108,B,54.9,,77,,8.44,,2.7,,2.33,,31.7,,12.5,,8.5,B
01AN002,1,1,1977,8,11,B,5.8,B,5.01,B,93.4,B,56.6,,127,,7.76,,2.59,,2.15,,25.5,,11.4,,7.93,B
01AN002,1,1,1977,9,10.5,B,5.66,B,4.9,B,79.3,B,47,,101,,7.22,,2.53,,2.07,,19.9,,10.7,,7.45,B
01AN002,1,1,1977,10,9.91,B,5.47,B,5.04,B,88.6,,41.6,,66.8,,6.99,,2.4,,1.97,,26.5,,11.1,,7.08,B
01AN002,1,1,1977,11,9.63,B,5.3,B,5.66,B,62,,62,,80.1,,6.57,,2.3,,1.91,,30.9,,11.7,,6.8,B
01AN002,1,1,1977,12,9.2,B,5.18,B,8.21,B,48.1,,75.3,,85,,6.06,,2.45,,1.78,,23.5,,12.2,,6.51,B
01AN002,1,1,1977,13,8.78,B,5.01,B,14.2,B,49.8,,62.6,,69.1,,6.37,,2.71,,1.74,,25.8,,13,,6.23,B
01AN002,1,1,1977,14,8.35,B,4.9,B,19.8,B,51.3,,78.2,,55.8,,7.79,,2.65,,2.41,,23.6,,19.1,,6.09,B
01AN002,1,1,1977,15,8.01,B,4.81,B,18.4,B,47.3,,77.3,,47,,7.25,,2.49,,7.82,,72.5,,19.2,,5.95,B
01AN002,1,1,1977,16,7.7,B,4.7,B,17.6,B,51.5,,57.5,,46.4,,6.09,,2.48,,7.22,,100,,16.1,,7.93,B
01AN002,1,1,1977,17,7.5,B,4.59,B,16.7,B,68.2,,48.7,,42.2,,5.61,,2.71,,5.27,,81,,14.6,,10.8,B
01AN002,1,1,1977,18,7.19,B,4.5,B,16.1,B,87.2,,41.9,,65.4,,4.81,,4.11,,4.28,,129,,35.4,,8.78,B
01AN002,1,1,1977,19,6.8,B,4.42,B,15.6,B,100,,34.8,,85,,4.47,,3.6,,3.77,,99.4,,38.8,,7.93,B
01AN002,1,1,1977,20,6.8,B,4.3,B,15,B,109,,30,,63.1,,4.28,,2.94,,3.26,,78.2,,30.9,,7.48,B
01AN002,1,1,1977,21,6.6,B,4.19,B,14.4,B,144,,25.6,,60,,4.13,,2.58,,2.81,,167,,23.8,,7.08,B
01AN002,1,1,1977,22,6.43,B,4.08,B,14,B,211,,22.3,,68.8,,3.91,,2.46,,2.67,,146,,21.1,,6.8,B
01AN002,1,1,1977,23,6.23,B,4.02,B,13.6,B,261,,20.1,,58.3,,3.68,,2.39,,2.97,,103,,19.8,,17.6,B
01AN002,1,1,1977,24,6,B,3.94,B,13.4,B,211,,17.6,,45.9,,3.54,,2.4,,3.09,,69.4,,17.1,,20.7,B
01AN002,1,1,1977,25,5.86,B,3.82,B,14.2,B,150,,21.5,,36.8,,3.62,,2.54,,2.8,,53,,16.4,,17,B
01AN002,1,1,1977,26,5.75,B,3.79,B,16.4,B,120,,112,,34,,4.22,,2.78,,2.54,,44.2,,16.3,,22.7,B
01AN002,1,1,1977,27,5.66,B,3.96,B,19.8,B,96,,91.2,,30,,4.02,,2.42,,10.8,,38.5,,17.9,,34,B
01AN002,1,1,1977,28,6.37,B,4.53,B,25.5,B,94.6,,54.9,,25.3,,3.54,,2.21,,26.2,,33.4,,17.7,,28.3,B
01AN002,1,1,1977,29,7.36,B,,,32.6,B,105,,42.5,,21,,3.2,,2.14,,16.3,,28.6,,14.6,,24.4,B
01AN002,1,1,1977,30,8.5,B,,,45.3,B,84.1,,36.5,,21.9,,2.94,,1.99,,21.4,,24.6,,10.7,,21,B
01AN002,1,1,1977,31,8.07,B,,,70.8,B,,,34.8,,,,3.43,,1.9,,,,21.4,,,,17.6,B
01AN002,1,1,1978,1,16.4,B,22.4,B,7.99,B,14.9,B,88.1,,15.4,,5.47,,1.98,,1.53,,1.51,,11.1,,4.16,B
01AN002,1,1,1978,2,15.1,B,20.8,B,7.79,B,14,B,73.6,,13.4,,6.4,,2.11,,1.48,,1.67,,9.34,,3.99,B
01AN002,1,1,1978,3,13.6,B,19.1,B,7.62,B,13.2,B,81,,12.3,,5.8,,1.98,E,1.47,,1.97,,8.18,,3.91,B
01AN002,1,1,1978,4,12.9,B,18.1,B,7.42,B,12.3,B,83.5,,14.2,A,4.9,,2.06,E,1.77,,1.79,,7.45,,3.79,B
01AN002,1,1,1978,5,11.9,B,17,B,7.31,B,11.5,B,88.6,,19.3,,4.59,,2.1,E,1.83,,2.12,,6.82,,4.33,B
01AN002,1,1,1978,6,11,B,16.3,B,7.14,B,11,B,92,,20.1,A,4.22,,1.99,E,1.66,,3.4,,6.34,,4.22,B
01AN002,1,1,1978,7,10.5,B,15.6,B,7.02,B,10.5,B,87.8,,22.9,,4.08,,1.87,E,2.07,,11.3,,5.89,,4.02,B
01AN002,1,1,1978,8,9.91,B,15,B,6.85,B,10.2,B,81,,19.4,,3.88,A,1.7,E,2.25,,8.52,,5.47,,3.88,B
01AN002,1,1,1978,9,10.5,B,14.4,B,6.74,B,12.3,B,77,,25,,3.68,E,1.52,E,2.12,,5.66,,5.27,,3.71,B
01AN002,1,1,1978,10,27.5,B,13.9,B,6.57,B,14.4,B,86.1,,40.2,A,3.57,E,1.65,E,2.07,,4.3,,5.24,,3.62,B
01AN002,1,1,1978,11,30.6,B,13.5,B,6.46,B,18.7,B,79.3,,30,,3.94,E,1.47,E,1.85,,3.88,,4.73,,3.51,B
01AN002,1,1,1978,12,27.5,B,13,B,6.37,B,22.1,B,62,,20.8,,3.74,E,1.35,E,1.93,,3.45,,4.19,B,3.43,B
01AN002,1,1,1978,13,24.1,B,12.7,B,6.29,B,20.1,B,51,,16.2,,3.43,E,1.42,E,1.93,,3.23,,3.74,,3.34,B
01AN002,1,1,1978,14,21.5,B,12.5,B,6.2,B,22.7,E,43.3,,13.9,,3.14,E,1.42,E,1.75,,3.03,,4.67,,3.28,B
01AN002,1,1,1978,15,19.8,B,12.2,B,6.94,B,25.5,E,37.7,,12.6,,2.83,E,1.37,E,1.68,,10.9,,7.39,,3.23,B
01AN002,1,1,1978,16,18.7,B,11.8,B,8.5,B,28.3,E,32.8,,11.3,,2.61,E,1.36,E,1.68,,28.9,,6.26,B,3.14,B
01AN002,1,1,1978,17,17.4,B,11.3,B,9.77,B,34,E,28.6,,9.83,,2.86,A,1.3,E,1.71,,20.1,,4.53,B,3.96,B
01AN002,1,1,1978,18,16.4,B,10.9,B,8.92,B,42.5,E,26.4,,8.67,,3.03,,1.29,E,1.63,,13.1,,9.34,,3.71,B
01AN002,1,1,1978,19,15.4,B,10.6,B,8.35,B,65.1,E,24.4,,7.99,,2.79,,1.25,E,1.57,,9.8,,21.5,,3.6,B
01AN002,1,1,1978,20,14.6,B,10.4,B,7.5,B,116,E,23.2,,7.65,,2.66,,1.19,E,1.5,,8.07,,17.2,,3.43,B
01AN002,1,1,1978,21,14,B,10.1,B,6.94,B,173,E,22.1,,7.28,,2.56,,1.25,E,1.52,,6.91,,8.83,,3.37,B
01AN002,1,1,1978,22,13.3,B,9.83,B,7.93,B,158,E,25,,6.94,,2.7,,1.25,E,1.65,,5.89,,6.74,B,3.26,B
01AN002,1,1,1978,23,12.9,B,9.57,B,11,B,144,E,21.6,,6.88,,2.74,,1.2,E,1.62,,5.49,,5.95,B,3.17,B
01AN002,1,1,1978,24,12.5,B,9.29,B,12.2,B,136,E,17,,6.88,,3.6,,1.25,E,1.48,,5.66,,5.27,B,3.09,B
01AN002,1,1,1978,25,12.2,B,9.06,B,10.2,B,129,E,14.6,,6.51,,3.09,,1.38,E,1.44,,5.32,,4.84,B,3.03,B
01AN002,1,1,1978,26,17,B,8.78,B,9.2,B,124,E,14.1,,6,,2.65,,1.37,E,1.49,,4.96,,4.45,B,2.97,B
01AN002,1,1,1978,27,34.5,B,8.61,B,8.21,B,125,A,13.2,,5.38,,2.42,,1.42,E,1.52,,12.3,,4.22,B,2.92,B
01AN002,1,1,1978,28,36.8,B,8.41,B,19.8,B,128,,11.8,,5.24,,2.36,,1.51,A,1.57,,29.7,,4.02,B,2.89,B
01AN002,1,1,1978,29,31.4,B,,,18.5,B,114,,13.1,A,5.44,,2.39,,1.56,,1.57,,23.1,,3.91,B,2.83,B
01AN002,1,1,1978,30,26.9,B,,,17,B,101,,23.2,,5.35,,2.29,,1.82,,1.55,,17.1,,3.68,B,2.81,B
01AN002,1,1,1978,31,24.4,B,,,15.9,B,,,20.9,,,,2.17,,1.63,,,,13.3,,,,2.78,B
01AN002,1,1,1979,1,3.96,B,96.6,B,13.1,B,59.8,,154,,128,,4.58,,12.3,,5.01,,3.65,E,7.65,,13.9,
01AN002,1,1,1979,2,13,B,82.7,B,13,B,55.9,,157,,77,,6.83,,9.36,,4.54,,3.6,E,7.53,,11,
01AN002,1,1,1979,3,182,,71.1,B,12.8,B,52,,113,,55.6,,7.79,,7.71,,4.17,,3.91,E,16.6,,8.61,
01AN002,1,1,1979,4,227,,61.2,B,12.5,B,47.4,,77.5,,47.2,,7.42,,6.13,,4.03,,7.39,E,87.2,,11.9,
01AN002,1,1,1979,5,190,B,49.8,B,13.1,B,48.8,,62.5,,38.6,,6.12,,5.1,,3.72,,8.61,E,64.1,,13,
01AN002,1,1,1979,6,159,B,42.8,B,16.3,B,44.7,,53,,34.1,,7.58,,6.85,,3.52,,7.67,E,45.7,,11.5,
01AN002,1,1,1979,7,128,B,36.8,B,27.1,B,54.4,,44.3,,29.1,,7.15,,6.82,,49,E,7.31,E,35.4,,14.8,
01AN002,1,1,1979,8,107,B,32.3,B,59.7,B,50.1,,37.5,,23.4,,5.85,,5.49,,33.1,E,18.1,E,29.4,,18.7,
01AN002,1,1,1979,9,87.2,B,27.8,B,234,B,42.3,,32.9,,19.2,,5.03,,4.77,,20.1,E,23.2,E,24.8,,13.4,
01AN002,1,1,1979,10,77,B,25.4,B,147,,106,,30.1,,18.4,,4.43,,4.35,,11.8,E,17.9,E,44.7,,10.6,B
01AN002,1,1,1979,11,64.8,B,22.5,B,115,,211,,25.8,,16.9,,3.94,,3.93,,13.9,E,16.1,E,90.7,,11.8,B
01AN002,1,1,1979,12,56.4,B,20.9,B,121,,131,,22.4,,17.8,,3.61,,3.86,,11.2,E,14.7,E,63.9,,10.3,B
01AN002,1,1,1979,13,49.6,B,19.4,B,111,,86.7,,20,,24,,3.59,,31.2,,9.12,E,17.6,E,46.2,,9.06,B
01AN002,1,1,1979,14,44.2,B,17.7,B,98,,76.8,,20.3,,17.3,,3.56,,102,,7.96,E,20.3,E,38.3,,8.13,B
01AN002,1,1,1979,15,39.4,B,16.1,B,153,,74.7,,26.8,,13.9,,3.29,,62.4,,9.03,E,18.8,E,48.1,,7.5,B
01AN002,1,1,1979,16,36.2,B,15,B,168,,62.9,,37.6,,11.9,,3.14,,41.9,,7.7,E,17,E,48.3,,7.08,B
01AN002,1,1,1979,17,32.3,B,13.7,B,142,,61,,39,,10.3,,3.42,,29.9,,6.54,E,15.9,E,53,,11.6,B
01AN002,1,1,1979,18,28.6,B,12.3,B,105,,55.5,,32.8,,8.85,,4.36,,20.2,,5.91,,14.2,A,43.1,,22.1,B
01AN002,1,1,1979,19,26.2,B,11.3,B,67.6,,50.3,,26.6,,8.12,,3.92,,14.2,,5.21,,12.1,,32.9,,18.1,B
01AN002,1,1,1979,20,22.9,B,10.5,B,50.1,,48.3,,21.9,,6.97,,3.45,,13.5,,6.48,E,10.8,,27.3,,15.3,B
01AN002,1,1,1979,21,23.6,B,9.91,B,46.6,,48.8,,19.5,,6.52,,3.09,,12.4,,5.92,E,10.5,,24.5,,13.3,B
01AN002,1,1,1979,22,25.1,B,10.4,B,52.8,,50.6,,17.7,,7.22,,3.01,,12.3,,5.55,E,10.3,,23.8,,12,B
01AN002,1,1,1979,23,27.8,B,10.7,B,58.4,,59.5,,15.8,,12.9,,2.78,,12.9,,5.07,E,9.49,,25.2,,10.3,B
01AN002,1,1,1979,24,32.3,B,11,B,71.3,,62.1,,15.1,,12.4,,2.62,,10.4,,4.79,E,8.78,,26.5,,9.34,B
01AN002,1,1,1979,25,28.6,B,11.4,B,106,,59.3,,19.2,,9.73,,2.49,,8.72,,4.53,E,8.39,,25,,8.78,B
01AN002,1,1,1979,26,26.3,B,11.9,B,171,,54.1,,70.8,A,7.82,,2.44,,7.87,,4.28,E,8.13,,23.1,,60.6,B
